league_name,seasons
Belgian Pro League,/en/comps/37/2017-2018/2017-2018-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2016-2017/2016-2017-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2015-2016/2015-2016-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2014-2015/2014-2015-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2013-2014/2013-2014-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2012-2013/2012-2013-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2011-2012/2011-2012-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2010-2011/2010-2011-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2009-2010/2009-2010-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2008-2009/2008-2009-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2007-2008/2007-2008-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2006-2007/2006-2007-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2005-2006/2005-2006-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2004-2005/2004-2005-Belgian-Pro-League-Stats
Belgian Pro League,/en/comps/37/2003-2004/2003-2004-Belgian-Pro-League-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2024/2024-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2023/2023-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2022/2022-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2021/2021-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2019-2020/2019-2020-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2018-2019/2018-2019-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2017-2018/2017-2018-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2016-2017/2016-2017-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2016/2016-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2015/2015-Liga-Profesional-Argentina-Stats
Liga Profesional de Fútbol Argentina,/en/comps/21/2014/2014-Liga-Profesional-Argentina-Stats
Austrian Football Bundesliga,/en/comps/56/2025-2026/2025-2026-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2023-2024/2023-2024-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2022-2023/2022-2023-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2021-2022/2021-2022-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2020-2021/2020-2021-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2019-2020/2019-2020-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2018-2019/2018-2019-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2017-2018/2017-2018-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2016-2017/2016-2017-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2015-2016/2015-2016-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2014-2015/2014-2015-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2013-2014/2013-2014-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2012-2013/2012-2013-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2011-2012/2011-2012-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2010-2011/2010-2011-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2009-2010/2009-2010-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2008-2009/2008-2009-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2007-2008/2007-2008-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2006-2007/2006-2007-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2005-2006/2005-2006-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2004-2005/2004-2005-Austrian-Bundesliga-Stats
Austrian Football Bundesliga,/en/comps/56/2003-2004/2003-2004-Austrian-Bundesliga-Stats
Venezuelan Primera División,/en/comps/105/Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2024/2024-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2023/2023-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2022/2022-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2021/2021-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2020/2020-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2019/2019-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2018/2018-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2017/2017-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2016/2016-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2015/2015-Venezuelan-Primera-Division-Stats
Venezuelan Primera División,/en/comps/105/2014-2015/2014-2015-Venezuelan-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2024/2024-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2023/2023-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2022/2022-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2021/2021-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2020/2020-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2019/2019-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2018/2018-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2016-2017/2016-2017-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2015-2016/2015-2016-Bolivian-Primera-Division-Stats
División de Fútbol Profesional,/en/comps/74/2014-2015/2014-2015-Bolivian-Primera-Division-Stats
A-League Men,/en/comps/65/A-League-Men-Stats
A-League Men,/en/comps/65/2023-2024/2023-2024-A-League-Men-Stats
A-League Men,/en/comps/65/2022-2023/2022-2023-A-League-Men-Stats
A-League Men,/en/comps/65/2021-2022/2021-2022-A-League-Men-Stats
A-League Men,/en/comps/65/2020-2021/2020-2021-A-League-Men-Stats
A-League Men,/en/comps/65/2019-2020/2019-2020-A-League-Men-Stats
A-League Men,/en/comps/65/2018-2019/2018-2019-A-League-Men-Stats
A-League Men,/en/comps/65/2017-2018/2017-2018-A-League-Men-Stats
A-League Men,/en/comps/65/2016-2017/2016-2017-A-League-Men-Stats
A-League Men,/en/comps/65/2015-2016/2015-2016-A-League-Men-Stats
A-League Men,/en/comps/65/2014-2015/2014-2015-A-League-Men-Stats
A-League Men,/en/comps/65/2013-2014/2013-2014-A-League-Men-Stats
A-League Men,/en/comps/65/2012-2013/2012-2013-A-League-Men-Stats
A-League Men,/en/comps/65/2011-2012/2011-2012-A-League-Men-Stats
A-League Men,/en/comps/65/2010-2011/2010-2011-A-League-Men-Stats
A-League Men,/en/comps/65/2009-2010/2009-2010-A-League-Men-Stats
A-League Men,/en/comps/65/2008-2009/2008-2009-A-League-Men-Stats
A-League Men,/en/comps/65/2007-2008/2007-2008-A-League-Men-Stats
A-League Men,/en/comps/65/2006-2007/2006-2007-A-League-Men-Stats
A-League Men,/en/comps/65/2005-2006/2005-2006-A-League-Men-Stats
